customer_id,transaction_date,amount,customer_type
1,2023-02-02,70.61223836397177,regular
1,2024-07-19,46.55399126710008,regular
1,2024-05-19,63.00530498725429,regular
1,2024-02-24,77.95757864993185,regular
1,2024-03-19,79.19848645522995,regular
1,2023-05-16,14.536281584154253,regular
2,2024-03-28,49.40761410589741,regular
2,2023-02-19,61.01666590660512,regular
2,2024-11-06,53.853910048824886,regular
2,2023-04-06,58.523013632360495,regular
2,2024-01-16,23.147296384858194,regular
3,2024-09-07,83.27302073777804,regular
3,2024-11-25,42.32881398874919,regular
3,2023-11-03,73.26343233081559,regular
3,2023-08-08,38.870892850702745,regular
3,2023-10-22,71.17229893445815,regular
3,2024-03-01,84.4595583280514,regular
4,2024-10-05,21.813881731443903,regular
4,2024-04-24,30.69023209962815,regular
4,2024-10-17,13.106689192268316,regular
5,2023-02-18,12.899503131198745,regular
5,2023-08-13,27.96897447550043,regular
6,2024-08-20,31.753081660288803,regular
6,2023-05-30,71.68153200567706,regular
6,2023-03-25,43.312135432715564,regular
6,2023-10-26,74.32143234386795,regular
6,2023-10-31,49.06803237555007,regular
6,2023-08-24,66.17520416433915,regular
6,2023-01-06,61.737706665490194,regular
6,2023-05-13,54.769442419818674,regular
7,2024-03-29,61.529129623429334,regular
7,2024-09-02,56.61122374370033,regular
7,2023-05-03,66.03350773477328,regular
7,2023-02-20,28.894342281374076,regular
7,2023-12-23,48.46379352843172,regular
8,2024-04-16,169.1382811565419,premium
8,2023-11-08,124.16794776229739,premium
8,2023-03-10,78.93700663978657,premium
8,2024-03-13,140.9372153534231,premium
8,2023-02-17,130.8179186262468,premium
8,2024-01-14,124.02406166118713,premium
8,2023-01-13,128.51502552806556,premium
8,2023-02-02,133.91244099160338,premium
8,2023-03-30,157.7789174435722,premium
8,2023-08-13,100.90887725118537,premium
8,2023-07-19,199.991431628398,premium
8,2023-09-12,59.71772455946162,premium
8,2023-03-13,139.6020231534326,premium
8,2024-09-07,122.07157110222165,premium
8,2024-04-16,137.16819644522332,premium
8,2023-11-08,116.45918804311925,premium
8,2023-01-13,122.92720483844899,premium
8,2023-01-25,231.8550970935675,premium
8,2023-09-15,192.72259606580013,premium
8,2024-05-08,84.91645343391798,premium
9,2024-07-06,110.7157489741717,premium
9,2024-01-06,165.9428131093327,premium
9,2023-08-21,133.83758519291678,premium
9,2023-10-21,110.3242080864088,premium
9,2023-12-17,69.49877610152922,premium
9,2023-07-27,132.6255800579274,premium
9,2023-02-26,178.64352599081226,premium
9,2023-08-12,132.51198264215492,premium
9,2024-06-29,202.94641967661127,premium
9,2024-03-09,145.40554613529596,premium
9,2024-07-06,138.8203019288567,premium
9,2023-05-05,180.91257849114015,premium
9,2024-11-25,168.95731053107372,premium
9,2024-11-18,135.89484518494132,premium
9,2024-04-08,180.6105969799708,premium
9,2024-07-19,96.14623001180699,premium
9,2023-10-20,139.71825810799297,premium
9,2023-03-10,143.45915260164134,premium
9,2023-04-20,163.24636860127373,premium
10,2023-04-27,59.51521941875871,regular
10,2023-07-12,50.77404203925506,regular
10,2023-11-01,86.61275221960206,regular
10,2024-10-25,98.50700439867785,regular
10,2023-01-09,71.17303757359358,regular
10,2023-11-18,59.45628996325722,regular
10,2024-11-05,97.0811665817441,regular
10,2024-02-18,71.30657254175516,regular
11,2023-06-28,21.555281192876244,regular
11,2024-08-20,27.479210776500715,regular
11,2023-03-31,10.0,regular
11,2024-08-20,16.627987196211436,regular
11,2024-06-19,19.08765419638456,regular
11,2024-03-16,10.0,regular
11,2023-05-11,21.381706837590507,regular
11,2023-05-07,27.681379241589088,regular
12,2024-03-26,19.82866485456554,regular
12,2023-06-08,24.288288758945185,regular
12,2023-10-16,34.039633915745874,regular
12,2024-10-22,42.63740665965833,regular
12,2023-01-12,28.160208212991655,regular
13,2024-10-07,247.66662801169275,premium
13,2024-07-25,64.28765467110537,premium
13,2024-06-30,127.99057524502702,premium
13,2023-01-05,149.68469969131525,premium
13,2023-01-15,125.4735604088682,premium
13,2023-09-10,193.91885975023143,premium
13,2023-03-25,214.5912274900684,premium
13,2023-03-18,151.8049661897956,premium
13,2024-11-22,199.24440308124247,premium
13,2023-12-13,139.5361995999206,premium
13,2024-10-11,112.60007355251327,premium
13,2023-02-10,164.68657683782945,premium
13,2024-03-03,141.46743597490558,premium
13,2023-04-03,124.84713922151951,premium
13,2024-09-30,112.32339024455116,premium
13,2024-09-30,219.01667819917645,premium
13,2023-03-04,125.34141966449823,premium
13,2023-02-28,117.51921575734559,premium
13,2024-08-01,187.62330768787783,premium
14,2024-02-16,64.08236678062167,regular
14,2024-04-23,107.74443175938958,regular
14,2023-08-11,10.0,regular
14,2024-02-12,47.7924763186263,regular
14,2024-03-18,27.702730710311155,regular
14,2023-06-24,42.0836311311385,regular
14,2024-08-19,66.33812153038785,regular
14,2023-02-07,59.357386497974126,regular
15,2024-06-20,47.82110582544599,regular
